gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
CHRNG	chr2	232539692	232548115	232539726	232539776	+	0.0
COG7	chr16	23388493	23453189	23393531	23393581	-	0.0
FCHO2	chr5	72956041	73090522	73058420	73058470	+	0.0
BTG4	chr11	111467526	111514367	111512304	111512354	-	0.288212760965847
MAZ	chr16	29806106	29811164	29806647	29806697	+	1.92141840643898
ARHGEF28	chr5	73626158	73941993	73863042	73863092	+	0.0
TAMALIN	chr12	52006946	52015889	52006939	52006989	+	1.7292765657950802
MANBAL	chr20	37289649	37317260	37297344	37297394	+	0.0
CXCL6	chr4	73836640	73849064	73837186	73837236	+	0.0
CRTAP	chr3	33114014	33147773	33114053	33114103	+	15.3713472515118
LYPD2	chr8	142750150	142752532	142752484	142752534	-	0.0
PLEKHA3	chr2	178480457	178516463	178481860	178481910	+	0.0
SAAL1	chr11	18069935	18106087	18081410	18081435	-	1.92141840643898
LINGO2	chr9	27948078	28670286	28670236	28670286	-	0.0
LYPD6	chr2	149329985	149474138	149330662	149330712	+	0.0
TEX44	chr2	231592864	231594276	231592900	231592950	+	0.0
MORN4	chr10	97614553	97633500	97633450	97633500	-	34.3453540150968
CDK3	chr17	76000855	76005999	76001714	76001764	+	0.096070920321949
ASPN	chr9	92456205	92482506	92482456	92482506	-	0.0
GIGYF2	chr2	232697299	232860605	232697322	232697372	+	485.350289466486
KIRREL3	chr11	126423358	127003460	127000760	127000810	-	0.0
PPM1F	chr22	21919425	21952848	21938481	21938531	-	0.0
RAD9B	chr12	110501655	110533556	110502313	110502363	+	0.288212760965847
FAM53A	chr4	1617915	1684313	1684252	1684302	-	0.096070920321949
CCDC149	chr4	24806117	24980204	24912904	24912954	-	1.05678012354144
TOX	chr8	58805412	59119147	59119158	59119208	-	2.59391484869262
MTMR7	chr8	17296794	17413528	17413478	17413528	-	0.288212760965847
OR5D18	chr11	55819630	55820571	55819629	55819679	+	0.0
OR4F3	chr5	181367268	181368262	181367267	181367317	+	0.0
GCC2	chr2	108449107	108509415	108471844	108471894	+	3.17034037062432
APOA4	chr11	116820700	116823304	116823256	116823306	-	0.0
SCD	chr10	100347233	100364826	100347123	100347173	+	0.96070920321949
NMI	chr2	151270470	151289894	151289844	151289894	-	0.288212760965847
SFTPC	chr8	22156913	22164479	22158723	22158773	+	0.0
HROB	chr17	44141906	44162476	44142021	44142071	+	9.414950191551
SPRED1	chr15	38252836	38357249	38252847	38252897	+	1.05678012354144
AP5Z1	chr7	4775615	4794397	4775621	4775671	+	132.001444522358
BEST1	chr11	61950063	61965515	61950369	61950419	+	0.0
TRIB3	chr20	362835	397559	381245	381295	+	0.288212760965847
FEZ1	chr11	125442881	125592568	125452775	125452825	-	0.096070920321949
PLCD1	chr3	38007496	38029642	38024526	38024576	-	1.92141840643898
STRADB	chr2	201387858	201480846	201451733	201451783	+	14.6027798889363
RHBDL1	chr16	675671	678268	676074	676124	+	0.480354601609745
C16orf72	chr16	9091644	9121635	9092190	9092240	+	0.672496442253643
PAXX	chr9	136992422	136993984	136992417	136992467	+	21.9041698334044
C10orf143	chr10	130020025	130110830	130110767	130110817	-	2.30570208772678
NICN1	chr3	49422333	49429326	49429276	49429326	-	72.43747392274959
SPIRE2	chr16	89818179	89871319	89818178	89818228	+	0.96070920321949
SLC6A4	chr17	30194319	30236002	30235952	30236002	-	0.0
LCA5	chr6	79484991	79537458	79537408	79537458	-	26.8037867698238
YIPF3	chr6	43511832	43516985	43513671	43513721	-	0.0
TRIM32	chr9	116687305	116701300	116687329	116687379	+	25.6509357259604
ATP6V0C	chr16	2513952	2520218	2518998	2519048	+	0.0
PWWP2A	chr5	160061801	160119450	160119373	160119423	-	17.292765657950802
CCZ1	chr7	5898725	5926550	5924740	5924790	+	0.0
TMEM9B	chr11	8947202	8965011	8964391	8964441	-	32.2798292281749
MMP25	chr16	3046062	3060726	3056793	3056843	+	0.0
PVRIG	chr7	100218241	100221490	100218240	100218290	+	0.0
ANAPC2	chr9	137174784	137188560	137183564	137183614	-	0.0
AZIN1	chr8	102826111	102893864	102864143	102864193	-	241.04193908777
SEC22C	chr3	42547969	42601080	42581937	42581987	-	58.89147415735479
OPN1SW	chr7	128772485	128775794	128775740	128775790	-	0.0
LNX1	chr4	53459301	53701405	53652463	53652513	-	0.0
TBC1D31	chr8	123041968	123152153	123072712	123072762	+	60.7168216434718
SMIM35	chr11	118003634	118088299	118086750	118086793	-	0.0
KIAA2012	chr2	202073255	202205188	202073288	202073338	+	0.0
ESR1	chr6	151656691	152129619	151944171	151944221	+	0.0
ZNF716	chr7	57450177	57473559	57450176	57450226	+	0.0
ARHGAP20	chr11	110577042	110713189	110713139	110713189	-	0.0
MRTFB	chr16	14071319	14266773	14071320	14071365	+	11.33636859799
GTF2H2	chr5	69559974	69592641	71067624	71067674	-	0.0
KDELR2	chr7	6445953	6484190	6470356	6470406	-	0.0
ARFIP1	chr4	152779937	152918463	152779970	152780020	+	93.57307639357842
NDUFB6	chr9	32553001	32573184	32573134	32573184	-	221.635613182736
SLC4A8	chr12	51391317	51515763	51391347	51391397	+	0.288212760965847
SLC16A9	chr10	59650764	59736002	59735952	59736002	-	0.0
ABHD14A	chr3	51971426	51981196	51975101	51975151	+	0.96070920321949
SENP1	chr12	48042897	48106079	48065630	48065680	-	0.0
VPS37D	chr7	73667831	73672112	73667892	73667942	+	0.672496442253643
REEP1	chr2	86213993	86338083	86337015	86337065	-	0.0
ERG	chr21	38380027	38661780	38661657	38661694	-	0.0
CLRN1	chr3	150926163	150972727	150972949	150972999	-	0.0
ANKRD50	chr4	124664048	124712732	124712682	124712732	-	5.668184298994991
UBE2C	chr20	45812576	45816957	45814409	45814459	+	0.096070920321949
RBPJ	chr4	26163455	26435131	26343139	26343189	+	0.480354601609745
OLA1	chr2	174072447	174248599	174248549	174248599	-	114.996891625373
INTS8	chr8	94813311	94881746	94856962	94856978	+	0.0
ZNF451	chr6	57086844	57170305	57090168	57090218	+	165.722337555362
KIAA1958	chr9	112486827	112669397	112486967	112487017	+	0.096070920321949
STON1-GTF2A1L	chr2	48529925	48776517	48569019	48569069	+	0.0
SLC18B1	chr6	132769370	132813339	132797071	132797121	-	0.480354601609745
ZNHIT2	chr11	65116403	65117701	65117658	65117708	-	28.1487796543311
PHACTR1	chr6	12716312	13290446	12749434	12749484	+	2.97819852998042
BEAN1	chr16	66427295	66493529	66427739	66427789	+	0.0
CKAP2	chr13	52455429	52476628	52455971	52456021	+	16.1399146140874
DEFB116	chr20	31303212	31308585	31308535	31308585	-	0.0
PSD	chr10	102402617	102421539	102419677	102419727	-	3.84283681287796
POLR1H	chr6	30054063	30060065	30061262	30061312	+	2.30570208772678
CSRP3	chr11	19182030	19210571	19201992	19202042	-	0.0
GOT1L1	chr8	37934281	37940124	37940053	37940103	-	0.0
ANXA7	chr10	73375101	73414076	73408357	73408407	-	0.0
LSMEM1	chr7	112480853	112491062	112486122	112486172	+	0.0
BUB3	chr10	123154402	123170467	123154401	123154451	+	534.970919812773
MFSD6	chr2	190408355	190509205	190435300	190435329	+	0.0
HIBCH	chr2	190189735	190344193	190252246	190252296	-	1.05678012354144
RBM4	chr11	66638667	66668374	66638666	66638716	+	911.328750174008
TMCO3	chr13	113491021	113554590	113491042	113491092	+	7.10924810382423
TUBGCP4	chr15	43369221	43409771	43377597	43377647	+	0.0
PF4	chr4	73980811	73982027	73982074	73982124	-	0.96070920321949
HLA-DRB1	chr6	32723350	32757450	32589798	32589848	-	3.65069497223406
ARHGAP22	chr10	48446036	48656265	48556628	48556678	-	0.0
F12	chr5	177402141	177409564	177404422	177404472	-	0.0
AGPAT3	chr21	43865223	43987592	43903890	43903940	+	0.0
HAO1	chr20	7882985	7940458	7940424	7940474	-	0.0
COQ4	chr9	128322544	128334072	128322851	128322901	+	1.92141840643898
SGO2	chr2	200510008	200584096	200531774	200531824	+	0.0
DOK2	chr8	21908873	21913690	21913640	21913690	-	0.0
ACOT12	chr5	81329996	81394179	81344159	81344203	-	0.0
KCNK7	chr11	65592836	65595996	65593475	65593501	-	0.0
ABCC6	chr16	16149565	16223522	16223472	16223522	-	0.0
METTL21C	chr13	102685747	102695044	102694454	102694504	-	0.0
COPG2	chr7	130506238	130668748	130668698	130668748	-	179.55655008172295
ZPBP2	chr17	39868202	39877896	39868215	39868265	+	0.0
IL32	chr16	3065297	3082192	3065376	3065426	+	0.480354601609745
MYO5A	chr15	52307281	52529132	52528791	52528841	-	13.161716084107
C7	chr5	40909497	40984643	40972402	40972452	+	0.0
GDPD1	chr17	59220467	59275970	59220529	59220579	+	38.5244390491016
PDE6A	chr5	149857953	149944793	149944743	149944793	-	0.0
OOSP4B	chr11	59978020	60031077	60024907	60024957	+	0.0
STK16	chr2	219245455	219250337	219245472	219245522	+	180.517259284942
COL5A1	chr9	134641803	134844843	134808960	134809010	+	0.0
MVB12B	chr9	126326829	126507041	126480812	126480862	+	0.0
C2orf73	chr2	54330034	54383742	54330954	54331001	+	0.096070920321949
SAXO1	chr9	18858906	19049358	19049304	19049354	-	1.05678012354144
CD163L1	chr12	7346685	7479897	7369443	7369493	-	0.0
HS3ST1	chr4	11393150	11429564	11429514	11429564	-	0.0
C20orf96	chr20	270863	290778	290379	290429	-	200.45197525174703
RNF169	chr11	74748849	74842413	74748867	74748917	+	5.668184298994991
CDR2	chr16	22345936	22437165	22431546	22431596	-	0.0
HLA-A	chr6	29879141	29999464	29942548	29942598	+	0.96070920321949
VCPIP1	chr8	66628487	66667231	66667167	66667217	-	26.8037867698238
NOMO3	chr16	16232506	16300806	16232600	16232650	+	0.0
CCM2	chr7	44999475	45076469	45000188	45000238	+	38.5244390491016
NEIL1	chr15	75346955	75357115	75347037	75347087	+	6.62889350221448
ZNF385B	chr2	179441982	179861612	179536453	179536503	-	0.0
AHRR	chr5	321714	438291	427917	427967	+	0.0
ELMO3	chr16	67199111	67204029	67199110	67199160	+	29.6859143794822
ABCF3	chr3	184186095	184194012	184186159	184186209	+	306.754448587983
SIPA1	chr11	65638101	65650918	65642117	65642167	+	0.0
MOCS1	chr6	39899578	39934551	39934501	39934551	-	0.672496442253643
FILIP1	chr6	75291859	75493800	75334740	75334790	-	65.8085804205351
HTR2B	chr2	231108230	231125042	231125068	231125118	-	0.0
KY	chr3	134599923	134651636	134650972	134651022	-	0.0
SMURF2	chr17	64542282	64662307	64661847	64661897	-	0.288212760965847
PLGRKT	chr9	5357971	5437925	5436644	5436694	-	0.0
GNPTG	chr16	1351931	1365737	1351930	1351980	+	18.0613330205264
NXPH4	chr12	57216794	57226449	57216794	57216844	+	0.288212760965847
PGAP4	chr9	101473170	101533537	101487143	101487193	-	8.26209914768762
RNF111	chr15	58865175	59097419	59083939	59083989	+	0.0
NUTM2A	chr10	87225448	87236908	87225447	87225497	+	0.0
RHOG	chr11	3826978	3840959	3840792	3840842	-	0.0
PSPC1	chr13	19674752	19783019	19782969	19783019	-	3.84283681287796
CBR1	chr21	36069941	36073166	36070014	36070064	+	14.7949217295802
OR6B3	chr2	240045077	240047027	240046022	240046072	-	0.0
NDUFA2	chr5	140638740	140647771	140647735	140647785	-	6.43675166157058
NR2F1	chr5	93583222	93594611	93587459	93587509	+	0.0
H2BC4	chr6	26114873	26123926	26123876	26123926	-	0.672496442253643
MEIOC	chr17	44656404	44690308	44665111	44665137	+	0.0
IFRD2	chr3	50287732	50292918	50288589	50288639	-	0.096070920321949
LRRC58	chr3	120324509	120349354	120349289	120349339	-	26.5155740088579
TMEM168	chr7	112762377	112790423	112778606	112778656	-	0.096070920321949
HUS1B	chr6	655939	657100	656913	656963	-	0.0
USP17L7	chr8	12132417	12134099	12134394	12134444	-	0.0
ZFHX3	chr16	72782885	73891871	73059172	73059222	-	0.0
SPON1	chr11	13962723	14268133	13962688	13962738	+	2.6899857690145703
NCBP1	chr9	97633668	97673748	97633625	97633675	+	76.7606653372373
BRD3	chr9	134030305	134068535	134041759	134041794	-	1.05678012354144
PKDREJ	chr22	46255663	46263343	46263305	46263355	-	0.0
RPP30	chr10	90871952	90908553	90894774	90894824	+	0.0
EML3	chr11	62602218	62612775	62611630	62611680	-	0.096070920321949
PKP2	chr12	32790755	32896777	32824089	32824139	-	0.288212760965847
CNOT6L	chr4	77713387	77819615	77742430	77742472	-	0.0
GTF2E1	chr3	120742637	120783069	120742731	120742781	+	859.930807801766
COL26A1	chr7	101362875	101559024	101553202	101553252	+	0.0
MAN2B2	chr4	6575189	6623362	6617447	6617492	+	0.0
AGBL1	chr15	86079871	87049169	86914442	86914492	+	0.0
TRAPPC3L	chr6	116494989	116545684	116512293	116512343	-	0.0
IKZF1	chr7	50304068	50405101	50304781	50304831	+	0.0
AGPS	chr2	177392746	177567024	177392767	177392817	+	272.74534279401297
UMPS	chr3	124730433	124749273	124738130	124738180	+	0.288212760965847
MFAP4	chr17	19383442	19387190	19387140	19387190	-	2.97819852998042
KRT35	chr17	41476710	41481151	41481090	41481140	-	0.0
MMP21	chr10	125753580	125775821	125775771	125775821	-	0.0
ITK	chr5	157142933	157255185	157222748	157222798	+	0.0
LIFR	chr5	38474668	38608354	38595354	38595404	-	0.0
PIK3R4	chr3	130678934	130746829	130686365	130686415	-	0.0
PDGFRL	chr8	17576433	17644071	17576432	17576482	+	0.0
C6orf62	chr6	24704861	24719998	24719948	24719998	-	0.0
SETBP1	chr18	44680173	45068510	44680172	44680222	+	0.0
CLDN14	chr21	36460621	36576569	36576519	36576569	-	0.0
TNRC18	chr7	5306790	5425414	5320612	5320662	-	0.0
MTG1	chr10	133394094	133422520	133394173	133394223	+	454.22331128217496
PES1	chr22	30576625	30607083	30607008	30607058	-	1.53713472515118
FGFR2	chr10	121478332	121598458	121598408	121598458	-	13.5459997653948
NOS1	chr12	117208142	117452170	117331024	117331074	-	0.0
YAP1	chr11	102110447	102233424	102110460	102110510	+	1.53713472515118
GUCD1	chr22	24540423	24555935	24555132	24555182	-	11.6245813589558
ZBTB20	chr3	114314500	115147288	115147221	115147271	-	75.6078142933739
TDRD7	chr9	97412096	97496125	97480341	97480391	+	0.0
TMSB10	chr2	84905656	84906671	84905624	84905674	+	106.734792477685
USP17L18	chr4	9248630	9250222	9248629	9248679	+	0.0
TLR10	chr4	38772238	38782990	38782940	38782990	-	0.0
HTR3D	chr3	184031544	184039369	184032830	184032880	+	0.0
PAWR	chr12	79574979	79690964	79690555	79690581	-	218.465272812112
FGF4	chr11	69771022	69775341	69775353	69775403	-	0.0
ENPP4	chr6	46129989	46146688	46129992	46130042	+	0.672496442253643
OR5AS1	chr11	56027654	56038191	56030418	56030468	+	0.0
ARSB	chr5	78777209	78986087	78783444	78783494	-	0.0
CDH22	chr20	46173739	46308498	46308448	46308498	-	0.0
NNAT	chr20	37521206	37523690	37521214	37521264	+	285.522775196832
CCDC92	chr12	123918660	123972831	123943445	123943495	-	0.0
PRDM12	chr9	130664594	130682986	130664593	130664643	+	0.0
TAF1D	chr11	93729948	93784391	93736693	93736741	-	1.53713472515118
SART3	chr12	108522214	108561400	108561118	108561168	-	76.7606653372373
HEY1	chr8	79762371	79767857	79767807	79767857	-	0.480354601609745
DDR1	chr6	30871677	30890873	30890759	30890809	+	0.0
APPL1	chr3	57227726	57278105	57227830	57227880	+	14.1224252873265
IMPG2	chr3	101222546	101320575	101320510	101320560	-	0.0
GALNT13	chr2	153871922	154453979	154140340	154140390	+	0.288212760965847
SLC22A1	chr6	160121815	160158718	160121898	160121948	+	0.0
CD63	chr12	55725323	55729707	55727081	55727108	-	0.480354601609745
TMEM219	chr16	29940885	29973050	29962086	29962132	+	169.56517436824
SHISA9	chr16	12901598	13240416	12901619	12901669	+	11.33636859799
C6orf163	chr6	87344813	87365463	87356143	87356193	+	0.0
NCK1	chr3	136862208	136951606	136862232	136862282	+	99.5294734535392
DHX29	chr5	55256055	55307694	55307490	55307540	-	0.672496442253643
ANKH	chr5	14704800	14871778	14749177	14749227	-	0.0
OXCT1	chr5	41730065	41870425	41794085	41794135	-	0.0
XPA	chr9	97674909	97697340	97675905	97675955	-	0.0
SLC22A9	chr11	63369785	63410294	63369788	63369838	+	0.0
DCTD	chr4	182890060	182917936	182917427	182917477	-	0.288212760965847
BEST3	chr12	69643360	69699476	69699426	69699476	-	0.0
SLC13A1	chr7	123113531	123199972	123181096	123181146	-	0.0
DNAJC21	chr5	34929559	34958964	34936203	34936253	+	12.7774324028192
SYNGAP1	chr6	33560260	33593877	33420254	33420304	+	221.25132950144905
SYT4	chr18	43267892	43277535	43277485	43277535	-	31.4151909452773
CRAMP1	chr16	1612337	1677908	1662604	1662654	+	0.096070920321949
MBTPS1	chr16	84053761	84116942	84072087	84072137	-	0.0
C17orf99	chr17	78146385	78166297	78160063	78160106	+	0.0
TMEM74	chr8	108606850	108787594	108787544	108787594	-	12.5852905621753
LRP6	chr12	12116025	12267044	12266962	12267012	-	12.5852905621753
USP17L21	chr4	9262872	9264464	9262871	9262921	+	0.0
FAP	chr2	162170684	162245151	162173731	162173781	-	0.0
MRGPRX2	chr11	19054455	19060717	19060631	19060681	-	0.0
PRSS2	chr7	142760398	142774564	142760397	142760447	+	0.0
ONECUT1	chr15	52755053	52791078	52791028	52791078	-	0.0
IFIT1	chr10	89392546	89406487	89392545	89392595	+	0.0
CORO7	chr16	4354542	4425705	4416579	4416629	-	27.9566378136872
DDX28	chr16	68020916	68023232	68023392	68023442	-	0.0
GFOD2	chr16	67674531	67719339	67719289	67719339	-	22.768808116301894
TMEM204	chr16	1528688	1555580	1528687	1528737	+	0.0
COLCA2	chr11	111298546	111308735	111298545	111298588	+	0.0
ZHX1-C8orf76	chr8	123226189	123274284	123274234	123274284	-	23.8255882398434
ILKAP	chr2	238170402	238203708	238203679	238203729	-	43.5681623660039
HSPA4	chr5	133052013	133106449	133051969	133052019	+	346.335667760626
CDH18	chr5	19471296	20575873	20575823	20575873	-	0.0
SMIM26	chr20	18567347	18569563	18567419	18567469	+	800.174695361513
CCDC180	chr9	97307304	97378751	97362294	97362344	+	0.096070920321949
GNG11	chr7	93921735	93928610	93921698	93921748	+	7.10924810382423
LARGE1	chr22	33162226	33922841	33889178	33889228	-	0.0
SEMA4G	chr10	100969518	100985871	100984211	100984261	+	0.0
MTG2	chr20	62183028	62203568	62183028	62183057	+	16.7163401360191
TENT2	chr5	79612120	79688246	79656880	79656930	+	0.096070920321949
COLEC10	chr8	118995452	119108455	119067240	119067290	+	0.0
CKMT1B	chr15	43593054	43604901	43599391	43599441	+	0.0
ZNF513	chr2	27377235	27380790	27378943	27378993	-	0.0
GRIA2	chr4	157204182	157366075	157341428	157341462	+	0.0
STK24	chr13	98445185	98577940	98577101	98577151	-	3.65069497223406
VGLL2	chr6	117265558	117273565	117265573	117265623	+	0.0
TFDP1	chr13	113584721	113641473	113585272	113585322	+	0.0
VAPB	chr20	58389229	58451101	58431032	58431082	+	0.0
TXNDC15	chr5	134874371	134901635	134875095	134875145	+	0.0
HOXB5	chr17	48591257	48593779	48593911	48593961	-	0.0
CCT6A	chr7	56051685	56063989	56051684	56051734	+	1.92141840643898
ORM1	chr9	114323098	114326479	114323765	114323805	+	0.0
RPL27	chr17	42998273	43002959	42998272	42998322	+	0.0
TOMM5	chr9	37582646	37592604	37592554	37592604	-	115.477246226983
FCSK	chr16	70454595	70480274	70454594	70454630	+	5.2839006177072
LAPTM4A	chr2	20032650	20051628	20035193	20035243	-	0.0
LRRC32	chr11	76657524	76670747	76670697	76670747	-	0.0
ALDOA	chr16	30064164	30070457	30069577	30069627	+	3.84283681287796
NEK1	chr4	169369704	169612632	169612579	169612629	-	101.643033700622
BRIP1	chr17	61679139	61863559	61863471	61863521	-	92.5162962700369
KCNB1	chr20	49293394	49484297	49484247	49484297	-	0.0
PRR20A	chr13	57140918	57143939	57140917	57140967	+	0.0
NOPCHAP1	chr12	104986316	105074197	104986309	104986359	+	1027.47849284324
ZNF518B	chr4	10439880	10457426	10457360	10457410	-	20.8473897098629
ERCC4	chr16	13920138	13952348	13920156	13920206	+	47.4590346390428
NAP1L5	chr4	88695913	88697829	88698185	88698235	-	0.0
YWHAZ	chr8	100916523	100953388	100950490	100950540	-	2.6899857690145703
MAP2K6	chr17	69414697	69553865	69414697	69414747	+	83.58170068009571
SPATA20	chr17	50543058	50555852	50547160	50547210	+	41.5987084994039
ZNF251	chr8	144724139	144759649	144755555	144755605	-	8.26209914768762
SMTNL1	chr11	57537595	57550272	57542640	57542690	+	0.0
TADA2A	chr17	37411498	37484368	37450564	37450614	+	0.0
EPO	chr7	100720468	100723700	100720799	100720849	+	0.0
TLNRD1	chr15	81000923	81005788	81000943	81000993	+	4.03497865352186
KCNG1	chr20	51003656	51023107	51023079	51023129	-	4.5153332551316
LTBP3	chr11	65538559	65558930	65548869	65548919	-	0.0
POLDIP3	chr22	42583721	42614962	42614861	42614911	-	101.354820939656
SPP1	chr4	87975667	87983532	87975687	87975737	+	12.7774324028192
SNX3	chr6	108211222	108261246	108260914	108260964	-	0.96070920321949
AKR1C2	chr10	4987775	5018031	5017905	5017955	-	0.0
REM1	chr20	31475288	31484895	31475292	31475342	+	0.0
TMEM50B	chr21	33432485	33479974	33448914	33448964	-	1.05678012354144
KRTAP21-3	chr21	30718525	30718777	30718727	30718777	-	0.0
ST8SIA1	chr12	22063773	22437041	22268555	22268605	-	0.0
ZNF24	chr18	35332227	35345482	35342625	35342675	-	0.0
TIGD4	chr4	152769354	152779730	152779714	152779764	-	4.99568785674135
PCDHGA6	chr5	141373891	141512975	141373992	141374042	+	0.0
APCDD1	chr18	10454635	10489949	10472006	10472056	+	0.0
