gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
FUT11	chr10	73772276	73780251	+	73773604	73773654	0.480535524165267	0.6075288626873004	gex>0	7976	73776263	73773629
MAP1S	chr19	17719242	17734513	+	17719479	17719529	102.354066647202	0.907762220584623	gex>0	15272	17726877	17719504
ATP5MF-PTCD1	chr7	99419749	99466197	-	99466147	99466197	836.8045617813949	0.9890690248096292	gex>0	46449	99442973	99466172
WDR25	chr14	100376418	100530303	+	100376499	100376549	0.480535524165267	0.6075288626873004	gex>0	153886	100453360	100376524
CCDC13	chr3	42705756	42773253	-	42773203	42773253	9.80292469297144	0.7593650208793908	gex>0	67498	42739504	42773228
ATMIN	chr16	81035842	81047350	+	81036057	81036107	3.07542735465771	0.7000736919675755	gex>0	11509	81041596	81036082
RBM14-RBM4	chr11	66616626	66646469	+	66616625	66616675	106.102243735691	0.9097580447064604	gex>0	29844	66631547	66616650
ZNF404	chr19	43872365	43901385	-	43901335	43901385	2.1143563063271698	0.680545320560059	gex>0	29021	43886875	43901360
ATP6V1B2	chr8	20197381	20226819	+	20197366	20197416	390.00263141253	0.9718742323753378	gex>0	29439	20212100	20197391
G3BP2	chr4	75641849	75724589	-	75724420	75724470	32.8686298529042	0.831337509211496	gex>0	82741	75683219	75724445
ATP6V0A2	chr12	123712353	123761755	+	123712317	123712405	2.59489183049244	0.6914455907639401	gex>0	49403	123737054	123712361
DSN1	chr20	36751791	36773818	-	36773747	36773799	47.092481368196104	0.8551338737410955	gex>0	22028	36762804	36773773
HLA-DRB5	chr6	32517353	32530287	-	32530237	32530287	49.8795874083547	0.8587263571604028	gex>0	12935	32523820	32530262
CNMD	chr13	52703264	52739820	-	52739302	52739352	1.63382078216191	0.6671579464505035	gex>0	36557	52721542	52739327
MRPL45	chr17	38097522	38123634	+	38297022	38297072	3.07542735465771	0.7000736919675755	gex>0	26113	38110578	38297047
EPHA3	chr3	89107621	89482134	+	89107661	89107711	25.6605969904252	0.8150638663718988	gex>0	374514	89294877	89107686
DAPK3	chr19	3958453	3971123	-	3971073	3971123	49.01462346485721	0.8572525178088921	gex>0	12671	3964788	3971098
TMEM175	chr4	932387	958656	+	932445	932495	91.4939638010668	0.9008228936379268	gex>0	26270	945521	932470
CHAMP1	chr13	114314482	114337626	+	114314512	114314562	28.063274611251604	0.8206214689265536	gex>0	23145	114326054	114314537
BZW2	chr7	16646131	16706523	+	16646159	16646209	5.86253339481625	0.7314541881601572	gex>0	60393	16676327	16646184
RPS6KB2	chr11	67428460	67435401	+	67428459	67428532	328.20576300487704	0.9659481699828052	gex>0	6942	67431930	67428495
ANKRD26	chr10	26973793	27100494	-	27100448	27100498	26.5255609339227	0.816936870547777	gex>0	126702	27037143	27100473
TPST1	chr7	66205317	66420543	+	66205316	66205366	2.1143563063271698	0.680545320560059	gex>0	215227	66312930	66205341
FASN	chr17	82078338	82098294	-	82098282	82098332	8.16910391080953	0.749048145418816	gex>0	19957	82088316	82098307
TNFRSF13C	chr22	41922032	41926806	-	41926768	41926818	41.9988048120443	0.8470277573077868	gex>0	4775	41924419	41926793
ACBD4	chr17	45132600	45144181	+	45135646	45135696	24.411204627595502	0.8121468926553672	gex>0	11582	45138390	45135671
COMMD2	chr3	149738472	149752495	-	149752449	149752499	228.20632042608503	0.9505342667649226	gex>0	14024	149745483	149752474
PLD3	chr19	40348456	40380439	+	40366879	40366915	0.480535524165267	0.6075288626873004	gex>0	31984	40364447	40366897
ELP1	chr9	108866898	108934328	-	108934066	108934116	22.296848321268396	0.8067428150331614	gex>0	67431	108900613	108934091
VAMP8	chr2	85561562	85582031	+	85561561	85561611	2.1143563063271698	0.680545320560059	gex>0	20470	85571796	85561586
RPAP1	chr15	41517176	41544269	-	41544219	41544269	30.658166441743997	0.8260255465487595	gex>0	27094	41530722	41544244
TMEM182	chr2	102736905	103019900	+	102736907	102736957	16.9148504506174	0.7901621223286662	gex>0	282996	102878402	102736932
COL1A1	chr17	50184101	50201632	-	50190874	50190924	1.05717815316359	0.6474453451240482	gex>0	17532	50192866	50190899
VPS51	chr11	65089324	65111862	+	65110481	65110531	3.07542735465771	0.7000736919675755	gex>0	22539	65100593	65110506
TMEM138	chr11	61361964	61377890	+	61362360	61362410	289.28238554749	0.9608818472119872	gex>0	15927	61369927	61362385
GCFC2	chr2	75652000	75710985	-	75710891	75710941	75.1557559794477	0.8868828297715549	gex>0	58986	75681492	75710916
FANCE	chr6	35452338	35467102	+	35452360	35452410	1.63382078216191	0.6671579464505035	gex>0	14765	35459720	35452385
UBQLN1	chr9	83659968	83707958	-	83707551	83707601	3.07542735465771	0.7000736919675755	gex>0	47991	83683963	83707576
SSB	chr2	169791933	169812064	+	169798878	169798928	180.777464190973	0.9389584868582658	gex>0	20132	169801998	169798903
SNX3	chr6	108211222	108261246	-	108260914	108260964	6.63139023348068	0.7379943502824858	gex>0	50025	108236234	108260939
ELP6	chr3	47495640	47513712	-	47513289	47513413	30.9464877562432	0.8267931712110047	gex>0	18073	47504676	47513351
EBI3	chr19	4229523	4237528	+	4229497	4229547	1195.0918485990198	0.9930606730533038	gex>0	8006	4233525	4229522
C6orf62	chr6	24704861	24719998	-	24719948	24719998	0.480535524165267	0.6075288626873004	gex>0	15138	24712429	24719973
COX4I1	chr16	85798633	85807068	+	85799682	85799732	286.303065297666	0.9605133873741096	gex>0	8436	85802850	85799707
EZH2	chr7	148807257	148884321	-	148884237	148884321	141.565765419088	0.92563252272169	gex>0	77065	148845789	148884279
GSE1	chr16	85169525	85676204	+	85613156	85613206	0.480535524165267	0.6075288626873004	gex>0	506680	85422864	85613181
ZNF800	chr7	127346790	127431924	-	127392668	127392718	82.94043147092499	0.8941599115696389	gex>0	85135	127389357	127392693
BDH2	chr4	103077592	103099870	-	103099820	103099870	31.2348090707423	0.82753009088676	gex>0	22279	103088731	103099845
PSMC1	chr14	90256527	90275429	+	90256526	90256576	640.842175026799	0.9846168017686072	gex>0	18903	90265978	90256551
BMPR2	chr2	202376327	202567751	+	202464825	202464875	2.59489183049244	0.6914455907639401	gex>0	191425	202472039	202464850
DDX24	chr14	94048287	94081202	-	94081152	94081202	183.756784440798	0.9399717514124294	gex>0	32916	94064744	94081177
LMO7	chr13	75620434	75859870	+	75833084	75833134	0.480535524165267	0.6075288626873004	gex>0	239437	75740152	75833109
C12orf4	chr12	4487735	4538508	-	4538458	4538508	89.18739328507351	0.8993490542864161	gex>0	50774	4513121	4538483
ZBED8	chr5	160393148	160400054	-	160400047	160400097	3.5559628788229705	0.706951608941292	gex>0	6907	160396601	160400072
CALHM1	chr10	103453240	103458900	-	103458838	103458888	12.59003073313	0.7732743797592729	gex>0	5661	103456070	103458863
GDF15	chr19	18374731	18389176	+	18386157	18386207	4.51703392715351	0.7182510439695406	gex>0	14446	18381953	18386182
POLM	chr7	44072062	44082530	-	44082480	44082530	41.9988048120443	0.8470277573077868	gex>0	10469	44077296	44082505
ARL14EP	chr11	30323104	30338223	+	30331643	30331693	0.480535524165267	0.6075288626873004	gex>0	15120	30330663	30331668
ARAP1	chr11	72685069	72793599	-	72722308	72722358	86.4002872449149	0.8971997052321297	gex>0	108531	72739334	72722333
DCAF15	chr19	13952509	13961449	+	13952491	13952541	61.6046541979872	0.8722672562024073	gex>0	8941	13956979	13952516
MEF2B	chr19	19145567	19192131	-	19170239	19170289	18.6447783376123	0.7962417096536477	gex>0	46565	19168849	19170264
E4F1	chr16	2223580	2235742	+	2223565	2223664	25.18006146626	0.8138970768852861	gex>0	12163	2229661	2223614
PCGF2	chr17	38733898	38749817	-	38748328	38748378	129.456270210123	0.9211495946941785	gex>0	15920	38741857	38748353
HYOU1	chr11	119044187	119057226	-	119057107	119057175	125.515878911968	0.9193994104642594	gex>0	13040	119050706	119057141
MRPL48	chr11	73787872	73865133	+	73787871	73787921	169.62904003033898	0.9349975436010808	gex>0	77262	73826502	73787896
DLST	chr14	74881891	74903743	+	74881913	74881965	1084.08814251684	0.9918324735937116	gex>0	21853	74892817	74881939
CCNE1	chr19	29811991	29824312	+	29812724	29812774	1.05717815316359	0.6474453451240482	gex>0	12322	29818151	29812749
SLAIN2	chr4	48341529	48426201	+	48377900	48377950	2.59489183049244	0.6914455907639401	gex>0	84673	48383865	48377925
TMEM140	chr7	135148072	135166215	+	135148071	135148121	245.84197416295	0.9540653402112504	gex>0	18144	135157143	135148096
E2F4	chr16	67192155	67198918	+	67192173	67192223	124.362593653971	0.9188160157209532	gex>0	6764	67195536	67192198
TOMM22	chr22	38681957	38685421	+	38682171	38682221	1.63382078216191	0.6671579464505035	gex>0	3465	38683689	38682196
NUP58	chr13	25301556	25349800	+	25301624	25301674	65.4489383913093	0.8768422991893884	gex>0	48245	25325678	25301649
PARD3	chr10	34109560	34815325	-	34815275	34815325	6.24696181414847	0.734647506755097	gex>0	705766	34462442	34815300
ASF1B	chr19	14119830	14136931	-	14136563	14136613	225.85169635767505	0.950012281994596	gex>0	17102	14128380	14136588
SIRT5	chr6	13574227	13615158	+	13574583	13574624	19.5097422811098	0.7990358634242201	gex>0	40932	13594692	13574603
RMC1	chr18	23503470	23531822	+	23503508	23503558	32.1958801190729	0.8296794399410464	gex>0	28353	23517646	23503533
RAP1B	chr12	68610855	68671901	+	68610898	68610948	18.068135708614	0.7941537705723409	gex>0	61047	68641378	68610923
DAD1	chr14	22564907	22589224	-	22589219	22589269	323.88094328739	0.9654568901989684	gex>0	24318	22577065	22589244
YIF1A	chr11	66284580	66289145	-	66289095	66289145	282.314620447094	0.960114222549742	gex>0	4566	66286862	66289120
SDHAF3	chr7	97117698	97181763	+	97117700	97117750	28.928238554748997	0.822617293048391	gex>0	64066	97149730	97117725
RIPOR2	chr6	24804282	25042170	-	24936002	24936052	25.18006146626	0.8138970768852861	gex>0	237889	24923226	24936027
PGAP2	chr11	3797724	3826371	+	3797897	3797947	100.095549683625	0.9062269712601326	gex>0	28648	3812047	3797922
UHRF1	chr19	4903080	4962154	+	4909429	4909479	12.59003073313	0.7732743797592729	gex>0	59075	4932617	4909454
DMPK	chr19	45769709	45782552	-	45779569	45779619	2.1143563063271698	0.680545320560059	gex>0	12844	45776130	45779594
LPAR1	chr9	110873263	111038470	-	111038408	111038458	0.480535524165267	0.6075288626873004	gex>0	165208	110955866	111038433
LIN52	chr14	74084956	74201493	+	74084955	74084993	100.624138760207	0.9065647261115204	gex>0	116538	74143224	74084974
XPO4	chr13	20777329	20903048	-	20902724	20902774	28.447703030583803	0.8215733235077377	gex>0	125720	20840188	20902749
URGCP	chr7	43875894	43926411	-	43906577	43906627	58.0486913191642	0.8689511176615082	gex>0	50518	43901152	43906602
AGBL2	chr11	47664132	47719930	-	47715332	47715389	3.07542735465771	0.7000736919675755	gex>0	55799	47692031	47715360
B9D1	chr17	19334308	19378193	-	19362683	19362733	3.5559628788229705	0.706951608941292	gex>0	43886	19356250	19362708
SPCS2	chr11	74949261	74979033	+	74949246	74949296	71.69590020545779	0.8838737410955539	gex>0	29773	74964147	74949271
IST1	chr16	71845996	71931199	+	71916524	71916574	2.1143563063271698	0.680545320560059	gex>0	85204	71888597	71916549
ZNF487	chr10	43436841	43483181	+	43436840	43436890	4.51703392715351	0.7182510439695406	gex>0	46341	43460011	43436865
SH3BP1	chr22	37634654	37656117	+	37640385	37640435	1.05717815316359	0.6474453451240482	gex>0	21464	37645385	37640410
PTMS	chr12	6765516	6770952	+	6766376	6766426	7.111925757645951	0.7413104888233849	gex>0	5437	6768234	6766401
CDCA2	chr8	25459199	25507911	+	25459198	25459248	40.845519554047705	0.8449705232129698	gex>0	48713	25483555	25459223
HINT3	chr6	125956770	125980244	+	125956780	125956830	7.111925757645951	0.7413104888233849	gex>0	23475	125968507	125956805
SELENOP	chr5	42799880	42887392	-	42811843	42811893	15.7615651926207	0.7861704740849914	gex>0	87513	42843636	42811868
ATP6V1D	chr14	67294371	67360265	-	67360215	67360265	1.05717815316359	0.6474453451240482	gex>0	65895	67327318	67360240
PHETA2	chr22	42074248	42079438	+	42074250	42074300	0.480535524165267	0.6075288626873004	gex>0	5191	42076843	42074275
ZNF468	chr19	52838010	52857649	-	52857599	52857649	163.57429242585698	0.9330938344387129	gex>0	19640	52847829	52857624
ZNF619	chr3	40477113	40491053	+	40477112	40477162	28.447703030583803	0.8215733235077377	gex>0	13941	40484083	40477137
SRP72	chr4	56467617	56503681	+	56467616	56467666	309.657091772098	0.9636452959960696	gex>0	36065	56485649	56467641
SF3B5	chr6	144094884	144095573	-	144095523	144095573	58.3370126336634	0.8693502824858758	gex>0	690	144095228	144095548
NEDD1	chr12	96907224	96953780	+	96907222	96907287	79.38446859210201	0.8909972979611889	gex>0	46557	96930502	96907254
HAAO	chr2	42767089	42792593	-	42792524	42792593	14.8004941442902	0.7815033161385408	gex>0	25505	42779841	42792558
SP3	chr2	173880850	173965373	-	173964169	173965310	27.294417772587103	0.8189326946696144	gex>0	84524	173923111	173964739
LURAP1L	chr9	12775020	12823060	+	12775020	12775070	24.411204627595502	0.8121468926553672	gex>0	48041	12799040	12775045
STK16	chr2	219245455	219250337	+	219245472	219245522	420.85301206394	0.9740235814296242	gex>0	4883	219247896	219245497
HACD4	chr9	20999509	21031640	-	21026695	21026745	0.480535524165267	0.6075288626873004	gex>0	32132	21015574	21026720
RNF144B	chr6	18387350	18468870	+	18387349	18387399	0.480535524165267	0.6075288626873004	gex>0	81521	18428110	18387374
APOL2	chr22	36226209	36239954	-	36239646	36239673	40.845519554047705	0.8449705232129698	gex>0	13746	36233081	36239659
HAGH	chr16	1795620	1827157	-	1826510	1826560	4.03649840298824	0.7126934414148858	gex>0	31538	1811388	1826535
OAS1	chr12	112905856	112933219	+	112907006	112907101	73.0413996731205	0.8851940555146156	gex>0	27364	112919537	112907053
NBEAL1	chr2	203014608	203226378	+	203014878	203014928	15.7615651926207	0.7861704740849914	gex>0	211771	203120493	203014903
PFKP	chr10	3066333	3137718	+	3129006	3129056	0.480535524165267	0.6075288626873004	gex>0	71386	3102025	3129031
TOB1	chr17	50862223	50867978	-	50867928	50867978	1.63382078216191	0.6671579464505035	gex>0	5756	50865100	50867953
NRN1	chr6	5997999	6007605	-	6003994	6004044	0.480535524165267	0.6075288626873004	gex>0	9607	6002802	6004019
CINP	chr14	102341102	102362916	-	102362864	102362916	881.9749010529301	0.9897445345124048	gex>0	21815	102352009	102362890
LARP4B	chr10	806933	931821	-	931427	931476	3.5559628788229705	0.706951608941292	gex>0	124889	869377	931451
EIF3E	chr8	108162787	108443496	-	108248715	108248765	273.809141669369	0.9586096782117416	gex>0	280710	108303141	108248740
DDX17	chr22	38483438	38507660	-	38506262	38506337	125.90030733129998	0.9196757553426675	gex>0	24223	38495549	38506299
BORCS8-MEF2B	chr19	19145569	19192158	-	19192108	19192158	68.6685264032166	0.8808032424465734	gex>0	46590	19168863	19192133
ACO1	chr9	32384603	32454769	+	32384619	32384669	46.419731634364794	0.854120609186932	gex>0	70167	32419686	32384644
KMT5A	chr12	123384132	123409353	+	123384165	123384208	58.913655262661706	0.8697187423237533	gex>0	25222	123396742	123384186
CBX6	chr22	38861422	38872249	-	38872199	38872249	61.6046541979872	0.8722672562024073	gex>0	10828	38866835	38872224
GRHL1	chr2	9951693	10002277	+	9951692	9951742	1.05717815316359	0.6474453451240482	gex>0	50585	9976985	9951717
WDR11	chr10	120851305	120909524	+	120851780	120851830	0.480535524165267	0.6075288626873004	gex>0	58220	120880414	120851805
TTC39C	chr18	23992773	24135610	+	24014419	24014469	2.59489183049244	0.6914455907639401	gex>0	142838	24064191	24014444
PCMTD2	chr20	64255695	64287821	+	64259830	64259880	0.480535524165267	0.6075288626873004	gex>0	32127	64271758	64259855
EPB41L5	chr2	120013077	120179119	+	120013076	120013126	2.59489183049244	0.6914455907639401	gex>0	166043	120096098	120013101
COQ2	chr4	83261536	83284914	-	83284745	83284795	7.111925757645951	0.7413104888233849	gex>0	23379	83273225	83284770
COA4	chr11	73872667	73876901	-	73876851	73876901	62.902100113233395	0.873894620486367	gex>0	4235	73874784	73876876
MTREX	chr5	55307989	55425579	+	55308000	55308050	32.1958801190729	0.8296794399410464	gex>0	117591	55366784	55308025
VDAC3	chr8	42391624	42405937	+	42391845	42391895	332.242261407865	0.9664087447801524	gex>0	14314	42398780	42391870
PTRHD1	chr2	24789728	24793391	-	24793040	24793090	13.4549946766275	0.7769896831245394	gex>0	3664	24791559	24793065
DMC1	chr22	38518948	38570204	-	38570134	38570204	25.6605969904252	0.8150638663718988	gex>0	51257	38544576	38570169
PHF2	chr9	93576584	93679587	+	93576626	93576676	0.480535524165267	0.6075288626873004	gex>0	103004	93628085	93576651
UGP2	chr2	63840952	63891562	+	63840968	63841018	143.968443039914	0.9265536723163842	gex>0	50611	63866257	63840993
ATP5F1A	chr18	46080248	46104334	-	46098245	46098295	1022.19516700436	0.9913411938098748	gex>0	24087	46092291	46098270
RPGRIP1L	chr16	53598153	53703938	-	53703839	53703889	10.1873531123037	0.761545074920167	gex>0	105786	53651045	53703864
BLOC1S4	chr4	6716174	6717664	+	6716054	6716104	5.38199787065099	0.7278002947678703	gex>0	1491	6716919	6716079
HLA-C	chr6	31260956	31264327	-	31270372	31270422	1.05717815316359	0.6474453451240482	gex>0	3372	31262641	31270397
IZUMO4	chr19	2096429	2099593	+	2096942	2096992	65.8333668106415	0.8772414640137558	gex>0	3165	2098011	2096967
ZNF579	chr19	55576774	55580848	-	55580795	55580845	1.63382078216191	0.6671579464505035	gex>0	4075	55578811	55580820
TTC9C	chr11	62728069	62740293	+	62728111	62728161	30.658166441743997	0.8260255465487595	gex>0	12225	62734181	62728136
SART3	chr12	108522214	108561400	-	108561118	108561168	63.7190105043143	0.8747543601080816	gex>0	39187	108541807	108561143
IAH1	chr2	9473658	9496543	+	9475021	9475071	1.63382078216191	0.6671579464505035	gex>0	22886	9485100	9475046
LTA4H	chr12	96000753	96043520	-	96013202	96013252	0.480535524165267	0.6075288626873004	gex>0	42768	96022136	96013227
SLC10A7	chr4	146253975	146522372	-	146521667	146521717	3.07542735465771	0.7000736919675755	gex>0	268398	146388173	146521692
DOCK2	chr5	169637268	170083382	+	169637246	169637296	234.885764211982	0.952192336035372	gex>0	446115	169860325	169637271
EIF5A	chr17	7306999	7312463	+	7307581	7307631	159.730008232535	0.93195774993859	gex>0	5465	7309731	7307606
MAP4K5	chr14	50418501	50561126	-	50532605	50532655	3.07542735465771	0.7000736919675755	gex>0	142626	50489813	50532630
ALPK2	chr18	58481247	58629091	-	58578974	58579024	33.349165377069504	0.8323200687791698	gex>0	147845	58555169	58578999
U2AF2	chr19	55654146	55674716	+	55660515	55660565	2.59489183049244	0.6914455907639401	gex>0	20571	55664431	55660540
