gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
KCNK2	chr1	215005775	215237090	215083123	215083173	+		-0.0046724575	0.013070632	0.081277534	0.051267102	-0.056330778	0.387903	-0.104290165	0.001992715	-0.056696184	0.06776648	0.22430241	0.33573803	0.21252024	1.090848	5.542069	5.1730623	-0.15516458	0.4182024	-0.52298784	0.08414186	-0.08631141	0.5584935	0.39135888	0.68748313	-0.22860098	0.46707425	-0.61206096	0.40287378
LIN9	chr1	226231149	226309869	226309021	226309071	-		0.00038516743	0.050979834	0.31030816	0.2633691	-0.044530403	0.3096051	0.7723396	1.2343118	0.046857767	0.9072445	2.401735	2.156156	-0.21049468	0.10496522	-0.30914754	0.06485214	0.8192684	1.566352	-0.485741	0.12592518	-0.10178097	0.49576372	0.42490774	1.2382532	-0.29357862	0.41409808	-0.75772315	0.20281948
ZNF326	chr1	89995110	90035533	89995111	89995161	+		0.00083309243	0.054799806	0.3934731	0.4602317	0.17009509	1.6553494	1.2353667	1.1415476	0.57546663	3.9535272	1.4313107	2.2865024	-0.21028161	0.11147641	-0.28999192	0.0295647	2.5975733	3.1436803	-0.32274267	0.335722	0.05898085	0.698497	0.09560767	0.3666591	-0.2592588	0.46391976	-0.5855208	0.15114704
CDCP2	chr1	54132968	54153770	54153720	54153770	-		0.0065362453	0.023174424	-0.00036464934	0.011912887	-0.08342444	0.03812465	-0.09308638	0.006477661	-0.069506556	0.034564886	-0.074667856	0.014342833	-0.04103042	0.41453707	0.94503003	1.435007	-0.22433817	0.3924728	-0.2666373	0.22928362	0.14332399	1.1579841	-0.17560792	0.054241188	-0.42002138	0.33828998	-0.4594081	0.16477175
GSTM1	chr1	109687814	109709039	109687819	109687869	+		-0.008944347	0.006508055	-0.011220833	0.001601706	-0.07956767	0.0035668933	-0.07892369	1.0940946e-08	-0.059103586	0.00623151	-0.058715522	0.0014321568	-0.07545697	0.30257806	-0.17358348	0.0	-0.24147959	0.20897463	-0.29439297	0.0033075816	-0.15105727	0.016181327	-0.11172535	0.07852463	-0.12138808	0.3834528	-0.21118578	0.078174256
NFYC	chr1	40691648	40771603	40691708	40691758	+		0.0018873406	0.033079233	0.1413369	0.2033438	0.058362167	1.0213413	1.0002033	2.3598795	0.14821038	1.2764975	4.561059	5.5009575	-0.25095224	0.09160421	-0.31075698	0.06673948	0.52893317	1.4492433	-0.23185502	0.42495543	0.12912902	1.1684295	1.9750336	1.9888158	-0.3975264	0.40211317	-0.5301279	0.4054287
ST3GAL3	chr1	43705824	43931165	43707532	43707582	+		0.0034574945	0.03434249	0.15388313	0.21893013	0.059269063	1.2001083	0.21012476	0.26616868	-0.011453081	0.8164245	2.068153	1.5915536	-0.24556118	0.12779258	-0.34644628	0.019699873	0.33910376	1.1701987	-0.48109943	0.32347822	0.16246638	1.5930419	1.827895	2.2929916	-0.37978277	0.5244672	-0.8239359	0.111597724
SCMH1	chr1	41027200	41242154	41159821	41159871	-		-0.002415469	0.031766366	-0.0014152497	0.007210206	0.029150838	1.0030597	-0.07660519	0.020736914	-0.044347923	0.20413879	-0.03880961	0.057457775	-0.22444308	0.10791571	-0.21288987	0.03188658	0.3784091	1.2050118	2.405245	3.0861912	0.18593441	1.6131568	-0.1654086	0.039564375	-0.2733334	0.50555724	-0.12038348	0.41184193
PHF13	chr1	6613731	6624030	6613761	6613811	+		0.0686093	0.17546982	0.7823317	0.6493039	-0.046027135	0.14733878	0.34951594	0.5616208	0.15543826	0.58403045	2.5291698	2.9404593	-0.23616745	0.078077756	-0.27083352	0.07265647	1.3833742	2.2585547	-0.39816067	0.20968626	0.003390135	0.6113439	-0.043846954	0.46545663	-0.37982014	0.30370355	-0.56793636	0.25505984
ZNF593	chr1	26169908	26170873	26169941	26169991	+		0.27649862	0.3350379	0.36710134	0.53574395	1.1796483	1.2923261	-0.016400564	0.18679544	5.015041	3.9826186	0.2846123	1.0954531	-0.34857038	0.005834126	-0.3010711	0.03415263	-0.54174125	0.11842014	-0.1390055	0.5349467	0.21641447	0.44766915	0.20591724	0.5529655	-0.8284557	0.06871912	-0.60162616	0.26709774
OR4F5	chr1	65419	71585	69090	69140	+		-0.011374309	0.0011907534	-0.011555807	0.0	-0.07892369	1.0940946e-08	-0.07892369	1.0940946e-08	-0.05806409	2.8934328e-09	-0.05806409	2.8934328e-09	-0.17358346	1.3771103e-08	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934418	4.233541e-08	-0.14934409	4.233541e-08	-0.18052325	7.608344e-08	-0.18052325	7.608344e-08
NEGR1	chr1	71395943	72282539	71703355	71703405	-		-0.006016987	0.008607536	0.005954157	0.01517078	-0.07242736	0.1331366	-0.07892369	1.0940946e-08	-0.042791966	0.50906074	-0.05806409	2.8934328e-09	-0.19301918	0.12909077	-0.081070095	0.19380456	-0.042705834	0.53420645	-0.29283834	0.0	-0.103249885	0.3653404	-0.13648467	0.049256437	-0.21048072	0.4731159	0.12473857	0.5432173
GPR89A	chr1	145607988	145670650	145630713	145630763	+		-0.010076397	0.011995683	-0.011555807	0.0	-0.078899115	0.0038528366	-0.080958396	0.005801743	-0.05631147	0.026756097	-0.061090194	0.00794749	-0.17459519	0.011603145	-0.18487146	0.03578958	-0.23600933	0.20479126	-0.23399754	0.17223847	-0.14771248	0.029389009	-0.15604642	0.020657877	-0.189252	0.054814573	-0.24631898	0.13579528
SRM	chr1	11054584	11060020	11059974	11060024	-		0.06030212	0.12645192	0.6166642	0.7543649	-0.052421924	0.117728285	0.30988067	0.2853416	0.72276217	1.7949048	6.283248	5.304302	-0.29165918	0.041078296	-0.18515894	0.20334242	0.21751153	1.2943636	-0.30545184	0.34535524	0.09807658	0.8818141	1.4006867	1.7392217	-0.5795812	0.18561466	-0.54749525	0.12708274
EIF2D	chr1	206571292	206612465	206612409	206612459	-		0.010041109	0.04060128	0.25353023	0.3948501	0.11953311	1.0607595	0.013397702	0.39721516	0.21238264	2.2758281	0.3082327	0.6874213	-0.21751893	0.3286167	-0.3094395	0.029203735	0.6348969	1.5917916	-0.52295095	0.047051486	0.43052024	2.7757134	-0.08159228	0.2678721	-0.5304364	0.32451507	-0.68168604	0.13556746
RRP15	chr1	218285293	218337983	218285341	218285391	+		-0.00038467094	0.01866024	0.15125665	0.15451822	0.06765072	0.7334466	0.5454149	0.7349043	0.32233375	2.515983	4.6689644	3.9026814	-0.22236352	0.083832316	-0.34085327	0.016606309	0.6464408	1.2501582	-0.52329195	0.10605638	0.08189353	0.791563	0.37297124	0.76701725	-0.26804346	0.48019764	-0.75583327	0.2199579
ARL8A	chr1	202133404	202144743	202137984	202138034	-		0.0505791	0.1147002	0.010841752	0.010607138	0.057657134	0.42380562	-0.05948637	0.044545736	0.67427856	2.2828531	-0.050142046	0.03514488	-0.25228503	0.07783926	-0.21808597	0.0038718493	0.85724545	1.7027459	1.9829643	1.646115	0.19293855	1.2023566	-0.1637449	0.042909987	-0.42991564	0.32932922	-0.2683867	0.32232684
MAST2	chr1	45786987	46036122	45786986	45787036	+		-0.0015423215	0.047009744	-0.009119634	0.005745702	-0.027656654	0.68237925	-0.08157921	0.0071332506	-0.013002879	0.682725	-0.05804666	0.0116161145	-0.21269865	0.14815737	0.5131633	0.6633613	0.27611315	1.0834583	-0.059041675	0.2933653	-0.00061822403	0.8193412	-0.15242703	0.05504107	-0.29342335	0.44789514	-0.30401552	0.16972888
BATF3	chr1	212686417	212699840	212698705	212698755	-		0.012980285	0.033794086	0.083378784	0.077711046	-0.0962805	0.0108503755	-0.09188557	0.01364961	-0.06882347	0.049633373	0.052183256	0.10361303	2.8304443	4.1964045	4.204736	5.100899	-0.34378502	0.27402222	-0.18274769	0.36611128	-0.07826048	0.49111947	1.3355966	0.93107337	-0.4754253	0.32764405	-0.393444	0.3518033
NEXN	chr1	77888513	77943895	77888627	77888677	+		-0.0009066043	0.026191302	0.095970646	0.0840052	0.10972728	1.0851095	5.31483	4.8445835	0.27182582	2.1913397	2.5277514	2.0775306	-0.21694829	0.094752885	-0.1648258	0.109233074	0.9067186	2.0798275	-0.16098501	0.24987653	0.10082872	1.0346985	2.5829291	1.8457062	-0.29172468	0.39978713	-0.05052077	0.39789754
NDUFS2	chr1	161197104	161214723	161197103	161197153	+		0.030893005	0.06851061	0.0062434655	0.0076436466	3.7274547	9.0918045	0.04407268	0.18057512	0.982644	4.591986	0.2485528	0.5136943	-0.2976315	0.06351571	-0.32682443	0.010569531	1.9600309	3.7115445	0.2885632	0.6595987	2.2460697	4.2824144	1.0594629	0.7518783	-0.6050788	0.27241826	-0.57357365	0.3362016
TXNDC12	chr1	52020131	52055191	52055141	52055191	-		0.008484044	0.06025181	0.19964509	0.17770493	0.1858847	1.1438687	3.3339787	2.8094993	0.67844117	3.0714025	16.319677	7.4946914	-0.2380067	0.08890901	-0.2948234	0.07289785	0.8263729	1.6883415	-0.53054106	0.09683482	0.3068497	1.5885762	1.175157	1.3042152	-0.3341454	0.43802646	-0.76159376	0.13929369
REG4	chr1	119794017	119811580	119811610	119811660	-		0.0015996649	0.01702252	-0.0039808475	0.006674859	-0.08929939	0.018862443	-0.0946424	0.0065911957	-0.07400296	0.022605864	-0.07873871	0.010071688	1.2481817	1.3444552	3.2877576	2.4057243	-0.2709117	0.30672792	-0.08844449	0.48270163	-0.16759361	0.13510811	-0.15865284	0.10517332	-0.32154813	0.49786133	-0.33387887	0.40795106
KLF18	chr1	44137821	44141631	44141581	44141631	-		-0.0014220724	0.011803359	-0.0012934278	0.012048591	-0.08647601	0.011427943	-0.07928102	0.022518247	-0.070036456	0.014880121	-0.076587364	0.010818465	-0.15711595	0.12794602	0.3962147	0.43255046	-0.09380057	0.5001031	-0.11367525	0.24080448	-0.17494528	0.05062371	-0.19433592	0.028371667	-0.28421748	0.36760303	-0.20060357	0.6787672
SYDE2	chr1	85156889	85201016	85200996	85201046	-		0.0001422558	0.03443363	0.32464367	0.24456458	-0.08672225	0.014507261	1.2959967	1.4513857	0.033094645	0.6608887	2.333198	1.2522913	-0.20761193	0.11435967	-0.2964783	0.089722954	0.025008649	0.8079222	-0.49121052	0.12039054	-0.09332659	0.41568092	-0.11041152	0.20542844	-0.33118674	0.39146012	-0.7342027	0.10197676
GPN2	chr1	26876132	26890283	26886291	26886341	-		0.013596831	0.056973428	0.0066088913	0.036950998	0.00979487	0.48040852	-0.07222029	0.046226464	0.24294852	1.2022594	-0.08676125	0.0061299573	-0.2755774	0.062268328	-0.30895004	0.018580595	1.9123247	3.179237	0.8377718	1.2463976	-0.030393057	0.65995437	-0.20651679	0.03490611	-0.4572237	0.40032127	-0.5931337	0.13140942
CRCT1	chr1	152514482	152516008	152514501	152514551	+		0.028391683	0.022929536	0.009425711	0.0129932705	-0.08568893	0.022565499	-0.073081374	0.017724903	-0.058149446	0.035415497	-0.047256175	0.027819097	3.7184362	2.249214	1.5690533	1.0719969	-0.36383072	0.20114665	-0.20686409	0.21540669	-0.087673716	0.21891351	-0.013804477	0.23978515	-0.020089375	0.6976756	0.20295082	0.72661823
MROH7	chr1	54641754	54710266	54651236	54651286	+		-0.00016790781	0.014363463	-0.008647628	0.005204089	-0.08922083	0.012331436	-0.08453712	0.007328309	-0.0712677	0.019773906	-0.06338887	0.018195553	0.21405125	0.63868207	0.51525736	0.91579187	-0.26885602	0.3261882	-0.25834563	0.17542668	-0.18316644	0.056733932	-0.16889374	0.026535286	-0.29366803	0.5194819	-0.099758625	0.5295181
CAP1	chr1	40040233	40072649	40040232	40040282	+		0.009734392	0.060237885	0.061841495	0.030869117	0.2570081	1.4141353	4.160688	3.7723489	0.7062064	3.6466827	2.2901454	1.5287395	-0.25045466	0.11185388	-0.31547016	0.033701684	1.864812	2.9010103	-0.41617954	0.15967318	1.218773	2.72897	3.8012938	3.555341	-0.38273785	0.43830758	-0.6576293	0.16425107
CENPF	chr1	214603195	214664571	214603483	214603533	+		0.006988727	0.06069863	0.44906342	0.47752154	0.0180964	0.37657169	0.390262	0.5565227	0.19476785	1.7797639	2.2306879	2.0015538	-0.25865793	0.08307976	-0.34626743	0.010536074	1.9454297	2.42928	-0.60449773	0.011449465	0.15659717	0.941106	0.15178058	0.5975327	-0.36648867	0.44963992	-0.830104	0.08422487
SCP2	chr1	52927276	53051698	52927276	52927326	+		-0.00038242838	0.033480726	0.10203838	0.18861218	0.12408434	1.531629	-0.094750695	0.0076599284	0.13191283	1.9249337	0.5988083	1.1340384	-0.20422655	0.11183174	-0.2871593	0.05122948	0.20126145	0.9863312	-0.25763977	0.5524872	0.28568003	2.2989042	0.056004077	0.5106593	-0.29776615	0.38030624	-0.63014275	0.21285677
SNRPE	chr1	203861599	203871152	203861602	203861652	+		-0.0009195902	0.01698271	0.060120963	0.10869348	0.70765436	2.4329245	0.3649073	0.8903945	2.4596057	7.6870937	0.27845433	1.0363725	-0.28742626	0.07028091	-0.32804388	0.03205842	1.1405203	1.8631679	-0.46753672	0.19290209	0.61169374	1.603056	0.6156866	1.1087636	-0.5770685	0.2699206	-0.6667494	0.34711996
SLC45A3	chr1	205657851	205680509	205662618	205662668	-		0.05606211	0.10065384	0.0665083	0.12565361	0.45700315	2.0493314	-0.06600413	0.04698034	0.1555615	0.98076975	-0.08975783	0.0040637692	-0.30486214	0.047172382	-0.31780183	0.01571605	-0.042947862	0.6952158	0.7495703	1.166016	1.3764423	2.9171553	0.8105935	1.1162515	-0.63512313	0.23859301	-0.67775416	0.1054265
TAF13	chr1	109062496	109076012	109075952	109076002	-		0.006330041	0.06025515	0.2215859	0.3466447	0.7947637	4.44651	6.384139	7.569206	1.5335652	6.8136353	1.5393834	2.4074528	-0.23009491	0.06340855	-0.32508925	0.028956264	0.96467316	1.7089648	-0.43958777	0.16570324	-0.037702054	0.5161765	1.2603922	2.1967938	-0.3817775	0.30190346	-0.70612794	0.13521686
ECM1	chr1	150508062	150513789	150508061	150508111	+		0.01348327	0.04139634	0.093382366	0.16230926	0.0030036506	0.3292631	0.1872827	0.29456246	-0.06352077	0.07341194	-0.06797178	0.023237063	-0.29784444	0.051603355	-0.24692883	0.049346082	-0.1150168	0.60957164	1.1613764	1.6066775	0.22650748	1.4651387	1.8909808	2.5204594	-0.5993019	0.25930563	-0.4172242	0.37981936
IPO13	chr1	43946950	43968022	43947569	43947619	+		0.011219298	0.05729769	0.4553669	0.4068746	-0.06302801	0.2752018	5.003415	7.329784	0.08824508	0.9749525	3.1386478	3.0277283	-0.279822	0.06847506	-0.31138948	0.065239646	0.5973706	1.3537375	-0.5549659	0.051158033	-0.05001675	0.59962547	0.34369808	0.5967246	-0.49711645	0.35993385	-0.7057875	0.21681155
BCAR3	chr1	93561741	93847150	93845662	93845712	-		0.007876982	0.04381251	0.17290808	0.07018508	0.739604	3.0370102	17.256142	8.9317665	0.009184149	0.74331045	2.292683	1.5482858	-0.24156903	0.20929207	-0.32613868	0.020510647	0.33234513	1.5099857	-0.506391	0.089335784	1.2348983	3.449384	4.3041844	4.3667135	-0.43479148	0.49558967	-0.72942317	0.16715325
MARCKSL1	chr1	32333839	32336233	32336329	32336379	-		0.11921478	0.12741546	0.06991895	0.09941337	0.1892722	0.4559058	-0.098509595	0.0029162324	2.259159	2.705078	0.012040326	0.1302786	-0.3151062	0.026714979	1.1629131	1.1129189	1.2634776	2.468722	-0.39761522	0.14455384	1.0392578	1.308339	0.26848796	0.30817148	-0.6865693	0.13624129	-0.5962704	0.10212901
DEGS1	chr1	224175756	224193441	224190135	224190185	+		0.0368068	0.16184776	-0.00013626438	0.010969109	0.22605859	1.0539193	0.028645191	0.08587316	0.7706801	3.0601	-0.03227516	0.057454675	-0.20681311	0.14435098	-0.20356889	0.062851086	0.5889539	2.1604147	3.3652222	3.6070242	0.0059225545	0.455931	-0.0048241625	0.13780275	-0.33715802	0.3896626	-0.092429735	0.5378273
SYT11	chr1	155859567	155885199	155859508	155859558	+		0.005498148	0.04479275	0.102647364	0.14539321	0.3971534	2.3338444	0.79393804	1.143282	0.1384049	0.98045176	2.2466118	3.5836349	-0.2542577	0.080961995	-0.29723677	0.023815805	0.40303868	1.2353693	-0.4167085	0.131811	0.07153719	1.1459001	0.6233222	1.0567087	-0.4119495	0.35806543	-0.6220034	0.16559616
FABP3	chr1	31365253	31376850	31373026	31373076	-		0.017292334	0.039535232	0.09633614	0.037778687	-0.050371118	0.18973008	0.33521166	0.47135705	0.027727129	0.43313035	0.97623515	1.014532	-0.27577004	0.09748624	-0.27875698	0.06037054	0.0009727161	0.855932	-0.4671586	0.10727595	0.027284622	0.5475709	1.3750358	0.7787469	-0.54995215	0.27999163	-0.57026297	0.22738296
GPATCH2	chr1	217426992	217631090	217631032	217631082	-		-0.005201138	0.010795958	0.07599416	0.10624544	-0.046842083	0.45361635	8.69703	11.382037	-0.00376295	0.9156791	4.228723	5.466813	-0.20418926	0.10136015	-0.3037675	0.07085466	0.24408835	0.9515154	-0.52961296	0.05737104	-0.052584816	0.60432726	1.0008214	1.3871303	-0.25577167	0.42363867	-0.7141898	0.14344484
KYAT3	chr1	88935773	88992953	88992726	88992776	-		0.0021142655	0.06086744	0.30986658	0.33274192	0.0328223	0.82835877	2.013144	2.8546593	0.052599136	0.83897763	2.970955	3.5837872	-0.24369614	0.086040296	-0.3121632	0.068232626	0.7987788	1.6530252	-0.5402727	0.084169544	0.10798561	1.0468866	1.3617133	1.711506	-0.3670615	0.4206225	-0.68723613	0.20508121
PROX1	chr1	213983181	214041510	213983180	213983230	+		0.012739501	0.062345274	0.09266662	0.06781898	-0.042700935	0.2958605	-0.096071854	0.005170303	0.16050836	1.453232	0.22776935	0.31169513	0.7500571	3.8393166	2.870027	1.8377215	-0.13380219	0.5692884	-0.3447977	0.20323396	-0.032453608	0.5794782	0.4940473	0.6583379	-0.37936968	0.38203633	-0.37106767	0.37860465
SEC16B	chr1	177923956	177984303	177928435	177928485	-		0.0038834405	0.030010268	0.008923269	0.01395163	0.31126353	2.5445147	-0.05400569	0.04941924	-0.060241908	0.11496716	-0.07271913	0.013384476	-0.15120028	0.33386743	-0.2574582	0.04923557	-0.2323985	0.39083603	0.021063149	0.5951484	0.41610128	2.6319604	1.0963631	1.4616178	-0.37397656	0.45139027	-0.35750702	0.42032567
MTFR1L	chr1	25818640	25832942	25819954	25820004	+		0.038688954	0.10792291	0.17475042	0.19019048	-0.018431993	0.30172795	0.103677616	0.39900145	0.32401177	1.1844448	1.1917093	1.3021371	-0.29131693	0.054072354	-0.27529955	0.09096711	1.0812103	1.9424345	-0.4989533	0.10127907	0.27396318	1.081654	0.77863073	0.85322237	-0.4848281	0.3652007	-0.73092324	0.18584158
TMEM59	chr1	54026681	54053504	54053388	54053438	-		0.0025177128	0.041943315	0.13867988	0.14815563	0.03064327	0.49932703	2.1910794	2.020924	0.6683666	3.5606763	7.112963	4.843113	-0.2152339	0.1471576	-0.3429294	0.016470699	1.2233477	2.2267585	-0.5865522	0.027009808	0.27493852	1.457452	0.648617	1.2369297	-0.34564155	0.42346522	-0.8206256	0.092936486
SPRR2B	chr1	153070226	153071611	153070790	153070840	-		-0.0062459246	0.007280468	-0.00805381	0.0059332876	-0.08064062	0.0053804168	-0.07892369	1.0940946e-08	-0.0605678	0.0075397533	-0.05860695	0.0013297241	0.26410234	0.6183828	0.116240725	0.557735	-0.3104086	0.058082297	-0.28842136	0.057336576	-0.15508583	0.019263988	-0.14934409	4.233541e-08	-0.0772221	0.4527292	-0.005487594	0.4845171
PROK1	chr1	110451149	110457358	110451199	110451249	+		0.008054422	0.013341915	0.012958171	0.011265265	-0.09454857	0.01212826	-0.102115	0.0052591483	-0.08353864	0.007977012	-0.089953534	0.008261127	0.9524768	1.4521556	1.956928	1.4640431	-0.3046775	0.30908334	-0.4608383	0.21161017	-0.2053491	0.036009192	-0.20277481	0.07026985	-0.5028901	0.28150108	-0.55269384	0.4502654
CLCA1	chr1	86468368	86500259	86468842	86468892	+		-0.0024730193	0.010591865	6.930102e-05	0.012545642	-0.08465157	0.021431204	-0.08141721	0.0062606363	-0.06824976	0.022915378	-0.06153953	0.008145195	0.7075575	1.118723	-0.025639728	0.3271525	-0.19510211	0.36147782	-0.20753762	0.2506025	-0.12646298	0.22318584	-0.10520976	0.1250919	-0.26673067	0.44979095	-0.1590458	0.3834094
GJB4	chr1	34759740	34762327	34759740	34759788	+		0.013859004	0.015798392	0.031456023	0.018683484	-0.09727343	0.0041592345	-0.09989265	0.005976076	-0.081614174	0.011138892	-0.0865526	0.0086651025	-0.22656031	0.12545797	-0.28969964	0.07154684	-0.4286028	0.12808296	-0.48151597	0.0756073	-0.18819745	0.07779629	-0.21604455	0.03643304	-0.4487096	0.3025567	-0.4907047	0.33357048
GIPC2	chr1	77979542	78138444	78045901	78045951	+		0.0019858035	0.028822744	0.08723096	0.044281725	0.5213913	2.0541427	0.428077	0.39795166	1.4385074	7.275583	3.5808291	2.0570407	-0.21989018	0.1746846	-0.06180749	0.3366062	0.27457947	1.4766349	-0.44734347	0.11992644	1.1162325	2.9556026	3.2867858	1.9128282	-0.36912933	0.4252142	-0.5105185	0.33927253
BCAN	chr1	156641390	156659532	156642242	156642275	+		0.042555593	0.05806302	0.098986134	0.06975591	-0.08716481	0.03714542	-0.098962106	0.007489465	-0.0569056	0.14824957	-0.074184164	0.016792536	3.2930963	5.444339	6.603027	4.2651157	-0.3051529	0.32362857	-0.45151877	0.12549993	0.0757842	0.8541027	-0.0984899	0.21402682	-0.4467221	0.39455995	-0.4064856	0.39746007
AKR7A3	chr1	19282573	19288770	19289200	19289250	-		0.0067895665	0.02462173	0.019924106	0.02663914	-0.08646409	0.010172167	-0.083052024	0.0148914475	-0.06534786	0.02878377	0.029968891	0.101329744	-0.17354004	0.16109246	0.19927695	0.39703873	-0.2027339	0.41020507	0.066660665	0.4918025	-0.15186317	0.12047837	0.12183166	0.31764764	-0.35538426	0.25252712	-0.4084458	0.19337696
FCGR1A	chr1	149782671	149791675	149782689	149782739	+		-0.010099827	0.0033920277	-0.011555807	0.0	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.058140058	0.00053188467	-0.05806409	2.8934328e-09	-0.16924582	0.038649432	-0.023910629	0.30187055	-0.29301965	0.0012348145	-0.18268958	0.23434296	-0.14934409	4.233541e-08	-0.14934409	4.233541e-08	-0.18409894	0.028451936	-0.18052325	7.608344e-08
MCL1	chr1	150560895	150579738	150579480	150579530	-		0.044800904	0.11882152	0.26643422	0.27815858	4.322281	8.435869	9.877903	9.600424	5.586215	12.832423	2.3885467	2.8436959	-0.307486	0.07385983	-0.28535974	0.0907334	1.8631127	4.086559	-0.48265082	0.10628971	2.1717267	3.0644693	2.497777	3.2217531	-0.6362403	0.26376298	-0.5915317	0.34892157
CSF1	chr1	109910242	109930992	109910869	109910919	+		0.027941495	0.06186269	0.14487688	0.1296254	-0.016734121	0.2906289	0.51158214	0.7814095	0.06693921	0.6018126	1.023452	1.491115	-0.2716274	0.13880444	-0.14775254	0.25853226	0.7844099	1.5359887	-0.5475563	0.041642677	0.04411172	0.62378085	1.4183226	1.8614122	-0.5942831	0.25045586	-0.7273128	0.13417648
PMF1	chr1	156212993	156240042	156212992	156213042	+		0.02104073	0.08801	0.23930134	0.409603	0.47352397	2.8263211	1.7412319	3.5547655	0.2497745	1.8006799	1.5310773	1.9202341	-0.27280718	0.069536395	-0.31909683	0.017532753	0.62620026	1.6670549	-0.21687002	0.41678342	0.37827215	1.6558216	1.83346	2.671337	-0.48157617	0.33986175	-0.7166555	0.083336756
